"Date","Provider_Org_code","Provider_name","total_complete","total_incomplete","median_wait_complete","median_wait_incomplete","twoweek_complete","twoweek_incomplete"
2016-09-01,"RT2","PENNINE CARE NHS FOUNDATION TRUST",49,32,1.27777777777778,1.36363636363636,0.63265306122449,0.71875
2016-09-01,"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST",5,20,1.25,0.714285714285714,0.8,0.8
2016-09-01,"RTQ","2GETHER NHS FOUNDATION TRUST",6,6,1.33333333333333,1.33333333333333,0.833333333333333,0.833333333333333
2016-09-01,"RTV","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST",19,39,1.34615384615385,1.73076923076923,0.947368421052632,0.58974358974359
2016-09-01,"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST",27,41,0.964285714285714,1.77272727272727,0.703703703703704,0.560975609756098
2016-09-01,"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST",30,26,1.2,0.928571428571429,0.766666666666667,0.769230769230769
2016-09-01,"RV9","HUMBER NHS FOUNDATION TRUST",5,5,1.25,0.625,0.8,1
2016-09-01,"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST",41,18,0.931818181818182,3.54545454545455,0.707317073170732,0
2016-09-01,"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST",41,22,0.683333333333333,0.647058823529412,0.975609756097561,0.954545454545455
2016-09-01,"RW4","MERSEY CARE NHS FOUNDATION TRUST",23,37,1.59090909090909,1.92857142857143,0.695652173913043,0.513513513513513
2016-09-01,"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST",40,50,1,1.88888888888889,0.775,0.52
2016-09-01,"RWK","EAST LONDON NHS FOUNDATION TRUST",34,32,0.80952380952381,1.3,0.911764705882353,0.71875
2016-09-01,"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",9,0,1.16666666666667,13,0.777777777777778,NA
2016-09-01,"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",21,18,1.39285714285714,1.85714285714286,0.904761904761905,0.555555555555556
2016-09-01,"RWV","DEVON PARTNERSHIP NHS TRUST",20,13,1.55555555555556,4.25,0.7,0.384615384615385
2016-09-01,"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST",10,3,1.5,0.5,0.6,1
2016-09-01,"RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST",34,26,1.27272727272727,1.5,0.735294117647059,0.615384615384615
2016-09-01,"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",46,115,1.28571428571429,2.67647058823529,0.826086956521739,0.4
2016-09-01,"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",40,24,1.36842105263158,1.14285714285714,0.8,0.75
2016-09-01,"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST",20,30,1.16666666666667,2.42857142857143,1,0.4
2016-09-01,"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST",51,2,1.3695652173913,3,0.784313725490196,0
2016-09-01,"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST",26,14,1,1.66666666666667,0.769230769230769,0.571428571428571
2016-09-01,"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST",26,30,1.71428571428571,1.85714285714286,0.576923076923077,0.533333333333333
2016-09-01,"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST",3,6,0.5,0.75,1,1
2016-09-01,"RXV","GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST",45,39,1.36538461538462,0.78,0.866666666666667,0.82051282051282
2016-09-01,"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST",27,9,1.36666666666667,0.642857142857143,0.851851851851852,1
2016-09-01,"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST",18,22,1.2,1.25,0.944444444444444,0.636363636363636
2016-09-01,"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST",23,11,0.958333333333333,4.75,0.782608695652174,0.181818181818182
2016-09-01,"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST",8,1,1.6,0.5,0.75,1
2016-09-01,"TAD","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST",24,24,1.14285714285714,9,0.75,0.333333333333333
2016-09-01,"TAE","MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST",2,4,4,1.5,0,0.75
2016-09-01,"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST",26,7,1.47058823529412,0.875,0.846153846153846,0.571428571428571
2016-09-01,"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST",16,12,1.83333333333333,4.5,0.5625,0.166666666666667
2016-09-01,"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST",8,10,1.5,1,0.625,0.7
2016-10-01,"NHV","COMMUNITY LINKS (NORTHERN) LTD",14,33,1.5,2.91666666666667,0.714285714285714,0.333333333333333
2016-10-01,"NKD","THE YOUTH ENQUIRY SERVICE (PLYMOUTH) LTD",4,9,2,2.5,0.5,0.333333333333333
2016-10-01,"NQL","NAVIGO",4,0,1,13,1,NA
2016-10-01,"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST",7,0,1.5,13,0.571428571428571,NA
2016-10-01,"R1C","SOLENT NHS TRUST",6,3,2,1.25,0.5,1
2016-10-01,"R1F","ISLE OF WIGHT NHS TRUST",3,4,0.5,2,1,0.5
2016-10-01,"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST",50,37,0.862068965517241,2.375,0.76,0.45945945945946
2016-10-01,"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",2,0,1,13,1,NA
2016-10-01,"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST",11,9,1.3,0.9,0.818181818181818,0.888888888888889
2016-10-01,"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST",8,26,0.8,10,0.875,0.192307692307692
2016-10-01,"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST",49,29,1.22727272727273,6.125,0.673469387755102,0.448275862068966
2016-10-01,"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST",8,5,0.8,1.5,1,0.6
2016-10-01,"RKL","WEST LONDON MENTAL HEALTH NHS TRUST",8,13,1.75,1.5,0.625,0.692307692307692
2016-10-01,"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST",13,6,1.92857142857143,4,0.538461538461538,0.333333333333333
2016-10-01,"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST",26,39,1.84615384615385,4.125,0.576923076923077,0.256410256410256
2016-10-01,"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST",9,3,1.3,3.5,0.888888888888889,0
2016-10-01,"RNU","OXFORD HEALTH NHS FOUNDATION TRUST",19,20,1.16666666666667,1.4,0.894736842105263,0.65
2016-10-01,"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST",10,3,0.625,0.5,1,1
2016-10-01,"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST",9,4,0.9,0.5,0.888888888888889,1
2016-10-01,"RPG","OXLEAS NHS FOUNDATION TRUST",10,3,1.5,12.25,0.7,0.333333333333333
2016-10-01,"RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST",21,22,1.125,5,0.666666666666667,0.272727272727273
2016-10-01,"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST",18,17,1.44444444444444,0.944444444444444,0.777777777777778,0.705882352941177
2016-10-01,"RRD","NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",16,11,1.66666666666667,1.83333333333333,0.5625,0.545454545454545
2016-10-01,"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST",10,15,1.5,2.875,0.8,0.266666666666667
2016-10-01,"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",18,74,1.7,10.6,0.666666666666667,0.256756756756757
2016-10-01,"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST",31,17,0.81578947368421,1.625,0.806451612903226,0.588235294117647
2016-10-01,"RT2","PENNINE CARE NHS FOUNDATION TRUST",27,32,1.29166666666667,2,0.814814814814815,0.5
2016-10-01,"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST",18,32,1.14285714285714,1.75,0.833333333333333,0.5625
2016-10-01,"RTQ","2GETHER NHS FOUNDATION TRUST",7,5,1.375,0.833333333333333,0.857142857142857,0.6
2016-10-01,"RTV","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST",22,37,1.25,2.58333333333333,0.772727272727273,0.405405405405405
2016-10-01,"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST",24,37,1.7,1.94444444444444,0.625,0.513513513513513
2016-10-01,"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST",42,25,1.55,1.5,0.714285714285714,0.68
2016-10-01,"RV9","HUMBER NHS FOUNDATION TRUST",11,0,1.5,13,0.818181818181818,NA
2016-10-01,"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST",45,21,1.43181818181818,3.3,0.777777777777778,0.19047619047619
2016-10-01,"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST",48,18,0.774193548387097,1,0.916666666666667,0.722222222222222
2016-10-01,"RW4","MERSEY CARE NHS FOUNDATION TRUST",20,62,1.4,4.5,0.65,0.258064516129032
2016-10-01,"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST",42,56,1.2,2,0.69047619047619,0.5
2016-10-01,"RWK","EAST LONDON NHS FOUNDATION TRUST",61,55,0.847222222222222,2.25,0.885245901639344,0.472727272727273
2016-10-01,"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",9,0,0.9,13,0.888888888888889,NA
2016-10-01,"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",19,12,1.58333333333333,0.75,0.631578947368421,1
2016-10-01,"RWV","DEVON PARTNERSHIP NHS TRUST",27,10,1.41666666666667,1.33333333333333,0.62962962962963,0.7
2016-10-01,"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST",8,0,0.8,13,1,NA
2016-10-01,"RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST",44,9,0.956521739130435,0.75,0.818181818181818,0.888888888888889
2016-10-01,"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",53,98,1.54,4.5,0.716981132075472,0.316326530612245
2016-10-01,"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",33,31,1.40909090909091,1.35714285714286,0.696969696969697,0.645161290322581
2016-10-01,"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST",17,29,1.5,4.375,0.647058823529412,0.206896551724138
2016-10-01,"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST",46,4,1.34615384615385,3.33333333333333,0.869565217391304,0
2016-10-01,"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST",21,27,0.875,1.38888888888889,0.80952380952381,0.703703703703704
2016-10-01,"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST",39,26,1.9375,2,0.512820512820513,0.5
2016-10-01,"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST",7,3,0.7,0.75,1,1
2016-10-01,"RXV","GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST",58,17,1.40625,0.772727272727273,0.827586206896552,0.88235294117647
2016-10-01,"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST",25,6,1.19230769230769,0.75,0.92,0.833333333333333
2016-10-01,"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST",16,16,1.5,1,0.875,0.875
2016-10-01,"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST",22,12,0.916666666666667,3,0.818181818181818,0.416666666666667
2016-10-01,"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST",9,6,0.9,0.75,1,0.833333333333333
2016-10-01,"TAD","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST",20,30,0.833333333333333,3,0.9,0.366666666666667
2016-10-01,"TAE","MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST",0,6,13,4,NA,0.333333333333333
2016-10-01,"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST",18,8,1.11111111111111,0.8,0.944444444444444,0.875
2016-10-01,"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST",9,12,1.875,6,0.555555555555556,0.166666666666667
2016-10-01,"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST",6,8,2,2,0.5,0.5
2016-11-01,"NHV","COMMUNITY LINKS (NORTHERN) LTD",16,40,2,3,0.5,0.425
2016-11-01,"NKD","THE YOUTH ENQUIRY SERVICE (PLYMOUTH) LTD",5,15,2.5,2.5,0.4,0.4
2016-11-01,"NQL","NAVIGO",5,2,0.833333333333333,0.5,1,1
2016-11-01,"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST",2,1,1,0.5,1,1
2016-11-01,"R1C","SOLENT NHS TRUST",5,3,1.75,4.5,0.6,0
2016-11-01,"R1F","ISLE OF WIGHT NHS TRUST",1,2,0.5,6,1,0
2016-11-01,"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST",44,20,1.33333333333333,0.909090909090909,0.727272727272727,0.7
2016-11-01,"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0,13,13,NA,NA
2016-11-01,"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST",3,0,0.75,13,1,NA
2016-11-01,"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST",7,23,1.625,7.5,0.714285714285714,0.304347826086957
2016-11-01,"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST",27,15,1.08333333333333,3.5,0.703703703703704,0.466666666666667
2016-11-01,"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST",11,8,0.916666666666667,1,0.818181818181818,0.875
2016-11-01,"RKL","WEST LONDON MENTAL HEALTH NHS TRUST",8,13,2,2.75,0.5,0.384615384615385
2016-11-01,"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST",8,4,1.5,2,0.75,0.5
2016-11-01,"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST",40,21,2.33333333333333,3.125,0.475,0.380952380952381
2016-11-01,"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST",11,0,0.916666666666667,13,1,NA
2016-11-01,"RNU","OXFORD HEALTH NHS FOUNDATION TRUST",18,31,1.55555555555556,2.625,0.722222222222222,0.419354838709677
2016-11-01,"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST",2,3,0.5,0.5,1,1
2016-11-01,"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST",13,0,1.08333333333333,13,0.923076923076923,NA
2016-11-01,"RPG","OXLEAS NHS FOUNDATION TRUST",10,3,1.75,2.25,0.6,0.333333333333333
2016-11-01,"RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST",29,22,1.75,6,0.517241379310345,0.272727272727273
2016-11-01,"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST",30,5,1.66666666666667,2.75,0.666666666666667,0.2
2016-11-01,"RRD","NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",8,9,1.4,1.5,0.875,0.555555555555556
2016-11-01,"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST",8,6,3,5,0.375,0.166666666666667
2016-11-01,"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",21,55,1.4375,12.051724137931,0.714285714285714,0.145454545454545
2016-11-01,"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST",26,15,0.928571428571429,0.833333333333333,0.884615384615385,0.866666666666667
2016-11-01,"RT2","PENNINE CARE NHS FOUNDATION TRUST",32,58,0.888888888888889,2.55555555555556,0.8125,0.413793103448276
2016-11-01,"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST",24,33,1.57142857142857,1.4375,0.75,0.636363636363636
2016-11-01,"RTQ","2GETHER NHS FOUNDATION TRUST",5,6,1.25,1,0.8,0.833333333333333
2016-11-01,"RTV","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST",24,43,1.23076923076923,1.86363636363636,0.916666666666667,0.534883720930233
2016-11-01,"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST",25,42,1.56666666666667,2.75,0.76,0.357142857142857
2016-11-01,"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST",22,32,1.8,1.66666666666667,0.590909090909091,0.53125
2016-11-01,"RV9","HUMBER NHS FOUNDATION TRUST",18,0,0.692307692307692,13,0.944444444444444,NA
2016-11-01,"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST",42,27,1.375,2.1875,0.738095238095238,0.444444444444444
2016-11-01,"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST",48,14,0.96,1.25,0.791666666666667,0.714285714285714
2016-11-01,"RW4","MERSEY CARE NHS FOUNDATION TRUST",20,56,1.375,8.5,0.75,0.321428571428571
2016-11-01,"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST",35,55,1.29166666666667,1.85,0.742857142857143,0.527272727272727
2016-11-01,"RWK","EAST LONDON NHS FOUNDATION TRUST",67,37,0.697916666666667,1.95,0.925373134328358,0.513513513513513
2016-11-01,"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",8,0,1.5,13,0.75,NA
2016-11-01,"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",14,12,1.16666666666667,0.666666666666667,0.857142857142857,0.75
2016-11-01,"RWV","DEVON PARTNERSHIP NHS TRUST",25,12,1.25,1.66666666666667,0.68,0.583333333333333
2016-11-01,"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST",9,0,0.9,13,0.777777777777778,NA
2016-11-01,"RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST",35,22,1.03333333333333,0.846153846153846,0.914285714285714,0.863636363636364
2016-11-01,"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",41,87,1.34210526315789,2.40909090909091,0.804878048780488,0.448275862068966
2016-11-01,"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",37,46,1.43333333333333,1.33333333333333,0.72972972972973,0.58695652173913
2016-11-01,"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST",15,19,1.5,0.863636363636364,0.666666666666667,0.68421052631579
2016-11-01,"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST",41,3,1.39583333333333,3.5,0.853658536585366,0.333333333333333
2016-11-01,"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST",32,28,1,1.57142857142857,0.9375,0.607142857142857
2016-11-01,"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST",26,88,1.5,1.65,0.692307692307692,0.579545454545455
2016-11-01,"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST",7,2,1.125,1,1,1
2016-11-01,"RXV","GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST",62,20,1.31818181818182,1,0.983870967741935,0.75
2016-11-01,"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST",27,9,1.04545454545455,0.9,0.888888888888889,0.777777777777778
2016-11-01,"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST",11,30,1.58333333333333,0.833333333333333,0.727272727272727,0.8
2016-11-01,"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST",14,32,1.6,3.66666666666667,0.642857142857143,0.28125
2016-11-01,"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST",9,4,0.9,0.666666666666667,0.888888888888889,1
2016-11-01,"TAD","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST",25,31,1.5,1.9,0.64,0.516129032258065
2016-11-01,"TAE","MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST",0,7,13,5.5,NA,0.285714285714286
2016-11-01,"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST",21,5,1.3,0.625,1,0.8
2016-11-01,"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST",19,14,1.5,3,0.68421052631579,0.357142857142857
2016-11-01,"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST",7,24,1.5,2.125,0.714285714285714,0.458333333333333
2016-12-01,"NHV","COMMUNITY LINKS (NORTHERN) LTD",20,19,1.66666666666667,5.125,0.6,0.31578947368421
2016-12-01,"NKD","THE YOUTH ENQUIRY SERVICE (PLYMOUTH) LTD",6,12,3,4.5,0.166666666666667,0.25
2016-12-01,"NQL","NAVIGO",3,4,1.25,0.666666666666667,1,1
2016-12-01,"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST",3,2,0.75,1,1,0.5
2016-12-01,"R1C","SOLENT NHS TRUST",5,3,1.75,4.5,0.6,0
2016-12-01,"R1F","ISLE OF WIGHT NHS TRUST",3,0,0.75,13,1,NA
2016-12-01,"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST",22,16,1.45454545454545,2.66666666666667,0.772727272727273,0.375
2016-12-01,"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0,13,13,NA,NA
2016-12-01,"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST",8,0,0.8,13,1,NA
2016-12-01,"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST",3,22,1.25,8,1,0.0909090909090909
2016-12-01,"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST",29,13,1.65,0.928571428571429,0.620689655172414,0.615384615384615
2016-12-01,"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST",11,2,0.916666666666667,0.5,0.909090909090909,1
2016-12-01,"RKL","WEST LONDON MENTAL HEALTH NHS TRUST",10,12,2,1.8,0.5,0.583333333333333
2016-12-01,"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST",7,2,1.375,2.5,0.857142857142857,0
2016-12-01,"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST",26,21,1.5,3.16666666666667,0.692307692307692,0.238095238095238
2016-12-01,"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST",5,17,1.75,12.2272727272727,0.6,0.117647058823529
2016-12-01,"RNU","OXFORD HEALTH NHS FOUNDATION TRUST",15,21,1.875,4.125,0.533333333333333,0.333333333333333
2016-12-01,"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST",10,2,0.833333333333333,0.5,1,1
2016-12-01,"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST",13,2,1.07142857142857,2,1,0.5
2016-12-01,"RPG","OXLEAS NHS FOUNDATION TRUST",12,1,2.33333333333333,0.5,0.416666666666667,1
2016-12-01,"RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST",18,24,0.818181818181818,4.5,0.833333333333333,0.333333333333333
2016-12-01,"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST",27,7,1.5,1.75,0.777777777777778,0.571428571428571
2016-12-01,"RRD","NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",9,4,1.41666666666667,1,0.888888888888889,0.5
2016-12-01,"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST",9,6,1.375,3.5,0.777777777777778,0
2016-12-01,"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",17,50,1.58333333333333,3.66666666666667,0.647058823529412,0.26
2016-12-01,"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST",15,15,1.3,1.9,0.733333333333333,0.533333333333333
2016-12-01,"RT2","PENNINE CARE NHS FOUNDATION TRUST",29,52,1.625,3.83333333333333,0.655172413793103,0.269230769230769
2016-12-01,"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST",23,24,1.38888888888889,2.125,0.739130434782609,0.458333333333333
2016-12-01,"RTQ","2GETHER NHS FOUNDATION TRUST",10,5,2.33333333333333,2.5,0.4,0.4
2016-12-01,"RTV","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST",21,52,1.72222222222222,3,0.619047619047619,0.365384615384615
2016-12-01,"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST",21,43,1.25,4.9,0.714285714285714,0.186046511627907
2016-12-01,"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST",30,24,1.7,2.28571428571429,0.6,0.416666666666667
2016-12-01,"RV9","HUMBER NHS FOUNDATION TRUST",6,6,1,1,1,1
2016-12-01,"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST",48,34,1.41666666666667,3.53333333333333,0.791666666666667,0
2016-12-01,"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST",43,9,0.86,1.75,0.744186046511628,0.555555555555556
2016-12-01,"RW4","MERSEY CARE NHS FOUNDATION TRUST",21,47,1.55,12.0961538461538,0.714285714285714,0.106382978723404
2016-12-01,"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST",43,77,1.36111111111111,1.36206896551724,0.767441860465116,0.74025974025974
2016-12-01,"RWK","EAST LONDON NHS FOUNDATION TRUST",54,26,0.818181818181818,2.75,0.888888888888889,0.384615384615385
2016-12-01,"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",8,0,1,13,1,NA
2016-12-01,"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",14,21,1.2,2.08333333333333,0.785714285714286,0.476190476190476
2016-12-01,"RWV","DEVON PARTNERSHIP NHS TRUST",21,13,1.41666666666667,4.25,0.666666666666667,0.230769230769231
2016-12-01,"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST",10,1,0.714285714285714,0.5,0.9,1
2016-12-01,"RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST",33,20,0.868421052631579,2,0.787878787878788,0.5
2016-12-01,"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",54,90,1.63157894736842,2.9,0.62962962962963,0.4
2016-12-01,"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",43,34,1.22727272727273,3,0.697674418604651,0.470588235294118
